,№ - ТОП,№,Адрес,Площадь м2,Год,Этажей,Подьездов,Помещений / Квартир
3195,,,"наб. Шелепихинская, д. 4, стр. 1, Москва",3208.2,1958,5,4,60
3196,,,"ул. Шереметьевская, д. 11, к. 2, Москва",2552.0,1962,5,3,60
3197,,,"п. Кокошкино, дп. Кокошкино, ул. Школьная, д. 10, Москва",2872.0,1967,5,Не указано,Не указано
3198,,,"ул. Штурвальная, д. 14, Москва",2560.0,1962,5,3,60
3199,,,"ул. Шумилова, д. 16, Москва",4495.0,1962,5,5,100
3200,,,"ул. Шушенская, д. 3, к. 2, Москва",4090.0,1962,5,4,64
3201,,,"проезд. Щелковский, д. 7, к. 2, Москва",5824.0,1961,5,4,80
3202,,,"ш. Щелковское, д. 43, к. 2, Москва",3353.3,1965,5,4,79
3203,,,"ш. Щелковское, д. 53, Москва",3427.4,1965,5,4,110
3204,,,"ш. Щелковское, д. 92, к. 7, Москва",4190.0,1965,5,4,80
3205,,,"пер. Эльдорадовский, д. 7, Москва",4238.7,1958,5,3,48
3206,,,"ул. Южнопортовая, д. 18, Москва",8358.0,1951,5,8,95
3207,,,"ул. Юннатов, д. 17, к. 2, Москва",4127.0,1958,5,3,52
3208,,,"ул. Юных Ленинцев, д. 58, Москва",4470.5,1963,5,5,100
3209,,,"ул. Юных Ленинцев, д. 71, к. 3, Москва",3524.3,1962,5,4,80
3210,,,"ул. Юных Ленинцев, д. 94, Москва",3570.8,1962,5,4,80
3211,,,"ул. Юных Ленинцев, д. 103, к. 3, Москва",3492.5,1961,5,4,80
3212,,,"ул. Юных Ленинцев, д. 121, к. 5, Москва",3482.7,1961,5,4,80
3213,,,"ул. Яблочкова, д. 22, к. 1, Москва",2732.0,1962,5,1,не указано
3214,,,"б-р. Яна Райниса, д. 11, Москва",3683.0,1964,5,4,80
3215,,,"проезд. Янтарный, д. 31, Москва",3236.0,1962,5,4,80
3216,,,"ул. Ярцевская, д. 11, к. 3, Москва",3410.8,1962,5,4,79
3217,,,"ул. Ярцевская, д. 31, к. 3, Москва",4025.0,1963,5,4,160
3218,,,"проезд. Цветочный, д. 15, Москва",2507.0,1962,4,3,48
3219,,,"кв-л. Капотня 2-й, д. 11, Москва",2873.0,1955,4,3,36
3220,,,"проезд. Хорошевский 1-й, д. 4, к. 2, Москва",2181.9,1951,4,3,35
3221,,,"проезд. Хорошевский 1-й, д. 14, к. 3, Москва",2132.9,1949,4,3,35
3222,,,"ул. Парковая 14-я, д. 3, Москва",2306.0,1950,4,3,36
3223,,,"пер. Сыромятнический 2-й, д. 4, стр. 3, Москва",1204.0,1957,4,1,16
3224,,,"проезд. Новомихалковский 3-й, д. 8, Москва",3551.8,1957,4,2,31
3225,,,"ул. Парковая 3-я, д. 31/16, Москва",1060.7,1956,4,1,16
3226,,,"ул. Кожуховская 5-я, д. 6, Москва",1555.0,1950,4,2,24
3227,,,"пр-кт. 60-летия Октября, д. 25, к. 2, Москва",2520.8,1957,4,4,62
3228,,,"ул. Алексея Свиридова, д. 15, к. 2, Москва",1532.7,1960,4,1,не указано
3229,,,"пер. Ананьевский, д. 5, стр. 4, Москва",1743.4,1931,4,2,20
3231,,,"ул. Барышиха, д. 10, Москва",3234.4,1994,4,3,30
3232,,,"ул. Бронная Б., д. 17, Москва",1972.2,1927,4,2,21
3233,,,"ул. Калитниковская Б., д. 42/5, к. 2, Москва",1133.0,1956,4,1,16
3235,,,"пер. Козихинский Б., д. 6, Москва",2024.5,1900,4,2,16
3236,,,"пер. Сухаревский Б., д. 13, стр. 1, Москва",2244.5,1913,4,3,не указано
3237,,,"проезд. Боровский, д. 12, Москва",6056.3,1962,4,4,60
3239,,,"пер. Весковский, д. 4, Москва",2603.0,1901,4,3,32
3240,,,"ул. Высокая, д. 3, Москва",2133.3,1950,4,3,34
3241,,,"ул. Гиляровского, д. 60, стр. 1, Москва",600.0,1912,4,1,6
3242,,,"пер. Гранатный, д. 11, стр. 3, Москва",393.7,1910,4,Не указано,4
3243,,,"пер. Дегтярный, д. 15, к. 1, Москва",2271.0,1917,4,1,20
3244,,,"ул. Душинская, д. 20, Москва",3533.0,1958,4,3,36
3245,,,"ул. Енисейская, д. 20, Москва",2503.0,1960,4,3,36
3246,,,"ул. Зубовская, д. 5/36, Москва",1791.0,1911,4,2,12
3247,,,"ул. Ивовая, д. 7, Москва",4310.0,1957,4,3,46
3248,,,"пер. Казарменный, д. 6, стр. 2, Москва",958.3,1908,4,1,9
3249,,,"ш. Каширское, д. 70, к. 1, Москва",3857.4,1952,4,3,30
3250,,,"пр-кт. Комсомольский, д. 14/1, к. 2, Москва",2355.0,1926,4,2,34
3251,,,"ул. Красная Пресня, д. 29, Москва",1404.8,1914,4,Не указано,7
3252,,,"ул. Кубинка, д. 16, к. 1, Москва",3087.0,1937,4,2,24
3253,,,"пр-кт. Кутузовский, д. 69, к. 4, Москва",2804.6,1958,4,Не указано,Не указано
3254,,,"пер. Лихов, д. 2/3, стр. 1, Москва",2179.0,1917,4,2,13
3255,,,"ул. Люблинская, д. 54, стр. 2, Москва",2639.0,1959,4,4,48
3256,,,"ул. Бронная М., д. 10, стр. 1, Москва",2876.0,1900,4,3,18
3257,,,"ул. Ордынка М., д. 29А, Москва",571.5,1917,4,Не указано,6
3258,,,"пер. Харитоньевский М., д. 7, стр. 1, Москва",2150.0,1890,4,2,14
3260,,,"ул. Машкова, д. 21, Москва",932.2,1917,4,1,8
3261,,,"ул. Менжинского, д. 26, к. 1, Москва",1278.0,1960,4,2,32
3262,,,"ул. Мясницкая, д. 32, стр. 2, Москва",1642.0,1890,4,Не указано,Не указано
3263,,,"проезд. Напольный, д. 1, Москва",3695.6,1960,4,3,48
3264,,,"ул. Немчинова, д. 12, Москва",1883.7,1936,4,3,23
3265,,,"ул. Новоалексеевская, д. 17, Москва",1965.0,1958,4,3,36
3266,,,"ул. Новопесчаная, д. 7, Москва",2108.7,1949,4,3,33
3267,,,"ул. Новопоселковая, д. 9а, Москва",1981.0,1958,4,3,36
3268,,,"ул. Окружная, д. 10а, Москва",3096.0,1962,4,4,64
3269,,,"ул. Осташковская, д. 13, Москва",2876.0,1936,4,3,40
3270,,,"ул. Охотничья, д. 10/12, к. 5, Москва",966.0,1957,4,1,16
3271,,,"ул. Палиха, д. 7-9, к. 6, Москва",1922.0,1917,4,3,32
3272,,,"ул. Пенягинская, д. 12, Москва",2415.4,1999,4,Не указано,7
3273,,,"ул. Первомайская, д. 80, Москва",3971.0,1953,4,4,36
3274,,,"пер. Петровский, д. 5, стр. 4, Москва",1843.4,1998,4,Не указано,6
3275,,,"пер. Печатников, д. 19, стр. 1, Москва",3634.9,2009,4,3,18
3276,,,"ул. Подъемная, д. 10, Москва",4984.0,1958,4,4,48
3277,,,"б-р. Покровский, д. 4/17, стр. 7, Москва",1466.9,1893,4,1,15
3279,,,"ул. Профсоюзная, д. 17, к. 3, Москва",2443.3,1959,4,3,35
3280,,,"ул. Радужная, д. 15, к. 2, Москва",2491.5,1959,4,3,40
3281,,,"б-р. Рождественский, д. 10/7, стр. 2, Москва",548.4,1917,4,Не указано,6
3282,,,"ул. Садовая-Каретная, д. 8, стр. 2, Москва",1166.0,1917,4,1,16
3283,,,"ул. Садовническая, д. 61, стр. 1, Москва",949.1,1905,4,1,7
3284,,,"проезд. Светлый, д. 8, к. 1, Москва",959.5,1957,4,1,16
3285,,,"пр-кт. Севастопольский, д. 3, к. 5, Москва",965.8,1956,4,1,16
3286,,,"ул. Спиридоновка, д. 25/20, стр. 1, Москва",1246.3,1917,4,1,6
3287,,,"ул. Калитниковская Ср., д. 24, Москва",3474.0,1957,4,3,40
3288,,,"ул. Судостроительная, д. 30, к. 3, Москва",1649.3,1959,4,2,32
3289,,,"ул. Сходненская, д. 36/11, Москва",3117.0,1955,4,3,21
3290,,,"пер. Тихвинский, д. 9, стр. 2, Москва",1821.0,1914,4,1,20
3291,,,"ул. Толбухина, д. 2, к. 2, Москва",1331.0,1959,4,2,32
3292,,,"ул. Уткина, д. 44А, Москва",974.3,1956,4,1,16
3294,,,"ул. Чаплыгина, д. 10/11, стр. 3, Москва",1739.6,1894,4,2,12
3295,,,"пер. Чистый, д. 6, стр. 1, Москва",4297.0,1907,4,2,15
3296,,,"пер. Электрический, д. 6/28, Москва",1409.0,1956,4,2,12
3297,,,"п. Воскресенское, п. Воскресенское, ул. Юрьев Сад, д. 1, Москва",2637.5,2013,4,Не указано,Не указано
3298,,,"ш. Ярославское, д. 134, Москва",2150.2,1951,4,3,35
3299,,,"п. Михайлово-Ярцевское, с. Михайловское, тер. Курорт Михайловское, д. 10, Москва",941.6,1964,3,Не указано,Не указано
3300,,,"пер. Кирпичный 1-й, д. 22, Москва",612.7,1955,3,2,12
3301,,,"пер. Петра Алексеева 1-й, д. 2, Москва",1149.0,1953,3,2,24
3302,,,"г. Троицк, ул. 1-я Изумрудная, д. 8, к. 2, Москва",1198.2,2014,3,2,100
3303,,,"ул. Парковая 1-я, д. 5-7, Москва",2793.6,1954,3,5,36
3304,,,"г. Троицк, ул. 2-я Изумрудная, д. 5, к. 2, Москва",1622.4,2013,3,Не указано,16
3305,,,"пер. Кадашевский 3-й, д. 4, Москва",990.0,2003,3,Не указано,6
3306,,,"ул. Парковая 5-я, д. 32, Москва",1081.4,1951,3,3,17
3308,,,"ул. Андерсена, д. 9, Москва",1157.6,2016,3,Не указано,15
3309,,,"ул. Андерсена, д. 19, Москва",816.5,2016,3,1,14
3310,,,"ул. Бауманская, д. 56/17, стр. 1, Москва",1729.8,1917,3,Не указано,1
3311,,,"ул. Берзарина, д. 10, Москва",1321.0,1952,3,2,15
3312,,,"пер. Козловский Б., д. 8, Москва",1820.9,1910,3,1,9
3313,,,"пер. Факельный Б., д. 6/12, Москва",2234.0,1905,3,3,24
3315,,,"пер. Варсонофьевский, д. 8, стр. 3, Москва",883.0,1917,3,1,4
3316,,,"ул. Вишневая, д. 18, Москва",1250.8,1951,3,2,18
3317,,,"пер. Вознесенский, д. 9, стр. 2, Москва",2007.0,2003,3,2,8
3318,,,"ул. Воротынская, д. 11, к. 1, Москва",739.5,2003,3,Не указано,4
3319,,,"п. Новофедоровское, ул. Вышгородская, д. 6, к. 1, Москва",984.3,2017,3,1,15
3320,,,"пер. Даев, д. 31, стр. 1, Москва",973.4,2017,3,1,6
3321,,,"п. Новофедоровское, ул. Десятинная, д. 2, к. 2, Москва",983.8,2017,3,1,15
3322,,,"аллея. Долгопрудная, д. 1, к. 25, Москва",764.0,Не заполнено,3,Не указано,Не указано
3324,,,"б-р. Измайловский, д. 59а, Москва",1156.9,1951,3,2,18
3325,,,"ул. Камова, д. 5, Москва",913.0,1954,3,2,18
3326,,,"ул. Краснопрудная, д. 36, стр. 2, Москва",458.0,1929,3,1,24
3327,,,"ш. Куркинское, д. 40, к. 1, Москва",2271.5,2002,3,12,12
3328,,,"проезд. Локомотивный, д. 19а, Москва",1531.5,1949,3,2,18
3329,,,"ул. Грузинская М., д. 43, стр. 1, Москва",766.3,1955,3,1,9
3330,,,"ул. Маросейка, д. 13, стр. 1, Москва",841.1,1890,3,Не указано,5
3331,,,"ул. Маршала Новикова, д. 10, к. 2, Москва",1353.0,1938,3,3,18
3332,,,"ул. Молокова, д. 22, Москва",473.0,2009,3,Не указано,2
3333,,,"ул. Нагорная, д. 4, Москва",1497.0,1950,3,2,18
3334,,,"ул. Нильса Бора, д. 5, Москва",3337.4,2016,3,Не указано,53
3335,,,"ул. Басманная Нов., д. 28, стр. 2, Москва",799.0,1917,3,Не указано,Не указано
3336,,,"п. Первомайское, д. Ширяево, ул. Озерная, д. 47, к. 1, Москва",656.8,2016,3,Не указано,Не указано
3337,,,"ул. Окружная, д. 23, Москва",1094.0,1959,3,2,18
3338,,,"ул. Петра Алексеева, д. 5, Москва",1612.0,1958,3,6,215
3339,,,"пер. Печатников, д. 9, Москва",867.4,1955,3,2,11
3340,,,"ул. Покровка, д. 21-23/25, стр. 1, Москва",1913.0,1917,3,1,5
3341,,,"пер. Потаповский, д. 8/12, стр. 4, Москва",293.0,1917,3,Не указано,2
3342,,,"пер. Расторгуевский, д. 4, стр. 3, Москва",1775.5,1956,3,2,24
3343,,,"ул. Родионовская, д. 15, Москва",325.5,2004,3,2,3
3344,,,"ул. Русаковская, д. 7, стр. 2, Москва",2590.6,1926,3,6,36
3345,,,"ул. Садовая-Спасская, д. 3, к. тест, Москва",256.0,2012,3,3,не указано
3346,,,"ул. Соколово-Мещерская, д. 29, к. 34, Москва",1271.0,2008,3,Не указано,Не указано
3347,,,"ул. Переяславская Ср., д. 13, стр. 1, Москва",700.2,2000,3,1,7
3348,,,"проезд. Танковый, д. 4, к. 11, Москва",744.0,1917,3,Не указано,Не указано
3349,,,"ул. Ухтомская, д. 18, Москва",1161.0,1950,3,2,17
3350,,,"б-р. Цветной, д. 21, стр. 1, Москва",2301.0,1917,3,2,6
3351,,,"ул. Чистопольская, д. 1, к. 2, Москва",1152.0,1951,3,2,15
3352,,,"п. Десеновское, п. Ватутинки, д. 6, Москва",997.2,1939,2,Не указано,Не указано
3353,,,"кв-л. Капотня 4-й, д. 16, Москва",330.0,2009,2,2,2
3354,,,"р-н. Серпуховский, пгт. Кирпичный Завод, д. 22",566.7,1955,2,1,не указано
3355,,,"п. Коммунарка, д. 102, Москва",281.0,1938,2,1,4
3356,,,"ул. Курьяновская 1-я, д. 3, Москва",846.1,1956,2,2,12
3357,,,"ул. Курьяновская 1-я, д. 14, Москва",833.1,1956,2,2,12
3358,,,"линия. Северная 1-я, д. 4, Москва",231.2,1949,2,Не указано,4
3359,,,"линия. Северная 1-я, д. 19, Москва",295.2,1952,2,Не указано,4
3360,,,"ул. Курьяновская 2-я, д. 12/3, Москва",245.9,1951,2,Не указано,4
3361,,,"линия. Северная 2-я, д. 4, Москва",273.0,1959,2,Не указано,4
3362,,,"ул. Курьяновская 3-я, д. 7, Москва",852.7,1953,2,Не указано,12
3363,,,"ул. Курьяновская 3-я, д. 17/4, Москва",719.3,1951,2,Не указано,12
3364,,,"ул. Курьяновская 4-я, д. 5, Москва",254.7,1951,2,Не указано,4
3365,,,"линия. Северная 4-я, д. 13, Москва",287.2,1949,2,Не указано,4
3366,,,"линия. Северная 5-я, д. 12, Москва",270.1,1959,2,Не указано,4
3367,,,"линия. Северная 5-я, д. 25, Москва",238.5,1955,2,Не указано,4
3368,,,"линия. Северная 7-я, д. 15, Москва",309.2,1958,2,Не указано,4
3369,,,"линия. Северная 2-я, д. 2, Москва",256.4,1959,2,1,4
3370,,,"пер. Архангельский, д. 8/2, стр. 6, Москва",121.0,1904,2,1,2
3371,,,"ул. Набережная Б., д. 17а, Москва",347.4,1948,2,1,4
3372,,,"пер. Вокзальный, д. 5, Москва",1082.0,1939,2,2,12
3373,,,"аллея. Долгопрудная, д. 1, к. 6, Москва",213.7,Не заполнено,2,Не указано,Не указано
3374,,,"аллея. Долгопрудная, д. 1, к. 54, Москва",378.4,2007,2,Не указано,Не указано
3375,,,"аллея. Долгопрудная, д. 1, к. 71, Москва",269.0,Не заполнено,2,Не указано,Не указано
3376,,,"аллея. Долгопрудная, д. 1, к. 104, Москва",390.6,Не заполнено,2,Не указано,Не указано
3377,,,"пр-кт. Зеленый, д. 2, к. 1, Москва",1206.0,1950,2,Не указано,18
3378,,,"ул. Княжеская, д. 28, к. 2, Москва",178.0,2009,2,Не указано,Не указано
3379,,,"б-р. Курьяновский, д. 4/16, Москва",276.2,1951,2,Не указано,4
3380,,,"ул. Лыткаринская, д. 8, Москва",177.7,1927,2,Не указано,3
3381,,,"пер. Мерзляковский, д. 14, Москва",421.4,1924,2,1,7
3382,,,"п. Первомайское, д. Ширяево, ул. Озерная, д. 43, к. 1, Москва",936.5,2016,2,Не указано,Не указано
3383,,,"п. Толстопальцево, ул. Осипенко, д. 8, стр. 3, Москва",322.0,1961,2,Не указано,Не указано
