Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Телефон 1,Телефон 2,Телефон 3,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,YouTube,Широта,Долгота,2GIS URL,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
Воскресенская централизованная библиотечная система,Филиал №26,Библиотеки,"Центральная, 61",,140222.0,,,,Воскресенск городской округ,Московская область,Россия,"Вт: 11:00-14:00, 14:40-19:00; Ср: 11:00-14:00, 14:40-19:00; Чт: 11:00-14:00, 14:40-19:00; Пт: 11:00-14:00, 14:40-19:00; Сб: 11:00-14:00, 14:40-19:00",+03:00,89151740263,,,http://voslib.ru,,,,https://vk.com/club100436330,,55.246717,38.530698,https://2gis.com/firm/70000001029109321,,,,
Библиотека №15,с. Шугарово,Библиотеки,"Совхозная, 15",,142830.0,,,,Ступино городской округ,Московская область,Россия,"Вт: 10:00-14:00, 15:00-19:00; Ср: 11:00-14:00, 15:00-19:00; Чт: 11:00-14:00, 15:00-19:00; Пт: 11:00-14:00, 15:00-19:00; Сб: 11:00-14:00, 15:00-19:00 (санитарный день: последний рабочий день месяца)",+03:00,,,,,,,,,,55.05544,37.98327,https://2gis.com/firm/70000001058993144,,,,
Воскресенская централизованная библиотечная система,Филиал №2; Детское отделение,Библиотеки,"Западная, 1",1 этаж; 1 подъезд; домофон: 1,140209.0,Новлянский м-н,,Воскресенск,Воскресенск городской округ,Московская область,Россия,"Вт: 09:00-13:00, 14:00-18:00; Ср: 09:00-13:00, 14:00-18:00; Чт: 09:00-13:00, 14:00-18:00; Пт: 09:00-13:00, 14:00-18:00; Сб: 09:00-13:00, 14:00-18:00 (санитарный день: последняя пт месяца; зимний период: вт-сб 9:00-19:00, без перерыва)",+03:00,84964415395,,,http://voslib.ru,,,,https://vk.com/club100436330,,55.313353,38.643006,https://2gis.com/firm/70000001023629821,,,,
Воскресенская централизованная библиотечная система,Филиал №2,Библиотеки,"Энгельса, 4",41 помещение; 1 этаж,140207.0,Новлянский м-н,,Воскресенск,Воскресенск городской округ,Московская область,Россия,"Вт: 09:00-13:00, 14:00-18:00; Ср: 09:00-13:00, 14:00-18:00; Чт: 09:00-13:00, 14:00-18:00; Пт: 09:00-13:00, 14:00-18:00; Сб: 09:00-13:00, 14:00-18:00 (сентябрь-май: вт-сб 9:00-19:00, перерыв: 13:00-14:00; вс 9:00-18:00, перерыв: 13:00-14:00; санитарный день: последняя пт месяца)",+03:00,84964415760,,,http://voslib.ru,,,,https://vk.com/club100436330,,55.317805,38.651375,https://2gis.com/firm/70000001029104087,,,,
Библиотека,,Библиотеки,"проезд Октябрят, 6а",,601023.0,,,,Киржачский район,Владимирская область,Россия,"Вт: 10:00-13:00, 14:00-18:00; Ср: 10:00-13:00, 14:00-18:00; Чт: 10:00-13:00, 14:00-18:00; Пт: 10:00-13:00, 14:00-18:00; Сб: 10:00-13:00, 14:00-17:00",+03:00,,,,,,,,,,56.136057,38.732206,https://2gis.com/firm/70000001059947573,,,,
Воскресенская централизованная библиотечная система,филиал №31,Библиотеки,"Королькова, 102",,140237.0,,,,Воскресенск городской округ,Московская область,Россия,"Вт: 12:00-14:00, 14:40-20:00; Ср: 12:00-14:00, 14:40-20:00; Чт: 12:00-14:00, 14:40-20:00; Пт: 12:00-14:00, 14:40-20:00; Сб: 12:00-14:00, 14:40-20:00",+03:00,84964424986 (единая справочная),,,http://voslib.ru,,,,https://vk.com/club100436330,,55.401739,38.760508,https://2gis.com/firm/70000001029105356,,,,
Арт-библиотека,,Библиотеки,"Ветеринарная, 2",,140415.0,Старая Коломна м-н,,Коломна,Коломна городской округ,Московская область,Россия,Пн: 11:00-19:00; Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00; Вс: 11:00-19:00 (санитарный день: последняя ср месяца),+03:00,84966120053,,,,,,,,,55.100827,38.776038,https://2gis.com/firm/70000001045508402,,,,
Воскресенская центральная детская библиотека,,Библиотеки,"Пионерская, 7",1 этаж,140200.0,Центральный м-н,,Воскресенск,Воскресенск городской округ,Московская область,Россия,Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-17:45 (санитарный день: последняя пт месяца),+03:00,84964424008,,,http://voslib.ru,,,,https://vk.com/club134180318,,55.321066,38.675579,https://2gis.com/firm/70000001023628033,,,,
Воскресенская централизованная библиотечная система,центральная библиотека,Библиотеки,"Пионерская, 7",1 этаж,140200.0,Центральный м-н,,Воскресенск,Воскресенск городской округ,Московская область,Россия,Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-21:00; Пт: 09:00-19:00; Сб: 09:00-17:00; Вс: 09:00-17:00 (санитарный день: последняя пт месяца),+03:00,84964423429,84964423529,,http://voslib.ru,,,,https://vk.com/club100436330,,55.32105,38.676024,https://2gis.com/firm/70000001023758739,,,,
Воскресенская централизованная библиотечная система,Отдел краеведения,Библиотеки,"Пионерская, 9",1 этаж,140200.0,Центральный м-н,,Воскресенск,Воскресенск городской округ,Московская область,Россия,Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 10:00-17:00 (санитарный день: последняя пт месяца),+03:00,84964411005,,,http://voslib.ru/struktura-uchrezhdniya/4035/,,,,https://vk.com/museumvos,,55.321065,38.67757,https://2gis.com/firm/70000001023627823,,,,
Библиотека п. Пролетарский,территориальная централизованная библиотечная система городского округа Серпухов,Библиотеки,"40 лет Октября, 21",1 этаж,142271.0,,,,Серпухов городской округ,Московская область,Россия,"Вт: 10:00-15:00, 16:00-19:00; Ср: 10:00-15:00, 16:00-19:00; Чт: 10:00-15:00, 16:00-19:00; Пт: 10:00-15:00, 16:00-19:00; Сб: 10:00-15:00, 16:00-19:00",+03:00,84967708290,,,,,,,,,55.025091,37.390341,https://2gis.com/firm/70000001035232638,,,,
Кабановская сельская библиотека,,Библиотеки,"деревня Кабаново, 147",,142664.0,,,,Орехово-Зуевский городской округ,Московская область,Россия,"Вт: 11:00-15:00, 15:30-19:00; Ср: 11:00-15:00, 15:30-19:00; Чт: 11:00-15:00, 15:30-19:00; Пт: 11:00-15:00, 15:30-19:00; Сб: 11:00-15:00, 15:30-19:00",+03:00,89168195677,,,,,,,https://vk.com/id432319362,,55.752922,38.932285,https://2gis.com/firm/70000001033401616,,,,
Тарутинская сельская библиотека,,Библиотеки,"Центральная, 3",,249165.0,,,,Жуковский район,Калужская область,Россия,Вт: 11:00-17:00; Ср: 11:00-17:00; Чт: 11:00-17:00; Пт: 11:00-17:00; Сб: 11:00-17:00; Вс: 10:00-15:00,+03:00,,,,,,,,,,55.120713,36.938904,https://2gis.com/firm/70000001047585747,,,,
Центральная библиотека,Орехово-Зуевский городской округ,Библиотеки,"Советская, 106а",,142643.0,,,,Орехово-Зуевский городской округ,Московская область,Россия,"Пн: 12:30-15:30, 16:00-19:00; Вт: 12:30-15:30, 16:00-19:00; Ср: 12:30-15:30, 16:00-19:00; Чт: 12:30-15:30, 16:00-19:00; Пт: 12:30-15:30, 16:00-19:00; Сб: 12:30-15:30, 16:00-19:00",+03:00,84964146258 (горячая линия: круглосуточно),,,http://mcboz.ru/,,,,https://vk.com/id616168627,,55.632391,38.92172,https://2gis.com/firm/70000001064413041,,,,
Новинская сельская библиотека,,Библиотеки,"Советская, 106а",2 этаж,142643.0,,,,Орехово-Зуевский городской округ,Московская область,Россия,"Пн: 12:30-15:00, 15:30-19:00; Вт: 12:30-15:00, 15:30-19:00; Ср: 12:30-15:00, 15:30-19:00; Чт: 12:30-15:00, 15:30-19:00; Пт: 12:30-15:00, 15:30-19:00; Сб: 12:30-15:00, 15:30-19:00",+03:00,84964177816,89036842200,,,,,,https://vk.com/novinkabiblioteka,,55.632391,38.92172,https://2gis.com/firm/70000001033647892,,,,
Воскресенская централизованная библиотечная система,Филиал №33,Библиотеки,"улица Андреса, 2а",,140204.0,Лопатинский м-н,,Воскресенск,Воскресенск городской округ,Московская область,Россия,Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-17:00 (санитарный день: последняя пт месяца),+03:00,84964454161,,,http://voslib.ru,,,,https://vk.com/club100436330,,55.340638,38.718457,https://2gis.com/firm/70000001023886565,,,,
Филиал №11,Центральная городская библиотека,Библиотеки,"Ленина, 2",домофон 50,140406.0,Центральный м-н,,Коломна,Коломна городской округ,Московская область,Россия,"Пн: 11:00-19:00; Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00 (летник период: пн-пт, вс 11:00-19:00; санитарный день: последняя ср месяца)",+03:00,84966230967,,,http://bibliokolomna.ru,,,,https://vk.com/bibkol11,,55.078776,38.798516,https://2gis.com/firm/70000001023982980,,,,
Филиал №8,Центральная городская библиотека,Библиотеки,"Весенняя, 14",,140405.0,Колычёво м-н,,Коломна,Коломна городской округ,Московская область,Россия,"Пн: 11:00-18:00; Вт: 11:00-18:00; Ср: 11:00-18:00; Чт: 11:00-18:00; Пт: 11:00-18:00 (санитарный день: последняя ср месяца; зимний период: пн-пт, вс 11:00-19:00)",+03:00,,,,http://bibliokolomna.ru,,,,,,55.063775,38.755835,https://2gis.com/firm/70000001045497673,,,,
Центральная библиотека,Орехово-Зуевский городской округ,Библиотеки,"Текстильщиков, 3а",,142672.0,,,Ликино-Дулёво,Орехово-Зуевский городской округ,Московская область,Россия,Пн: 09:00-17:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00 (санитарный день: последний день месяца),+03:00,84964146258 (горячая линия: круглосуточно),,,http://mcboz.ru/,,,,https://vk.com/id616168627,,55.718872,38.953825,https://2gis.com/firm/70000001064529663,,,,
Центральная библиотека,Орехово-Зуевский городской округ,Библиотеки,"Коммунистическая, 28",,142670.0,,,Ликино-Дулёво,Орехово-Зуевский городской округ,Московская область,Россия,Вт: 09:30-19:00; Ср: 09:30-19:00; Чт: 09:30-19:00; Пт: 09:30-19:00; Сб: 09:30-19:00; Вс: 09:30-19:00 (санитарный день: последний день месяца),+03:00,84964141869,,,http://mcboz.ru/,,,,https://vk.com/likdulbib,,55.705417,38.95431,https://2gis.com/firm/70000001026955928,,,,
Библиотека им. И.И. Лажечникова,,Библиотеки,"Центральная, 4",,140474.0,,,,Коломна городской округ,Московская область,Россия,"Вт: 11:00-14:00, 15:00-19:00; Ср: 11:00-14:00, 15:00-19:00; Чт: 11:00-14:00, 15:00-19:00; Пт: 11:00-14:00, 15:00-19:00; Сб: 11:00-14:00, 15:00-19:00 (санитарный день: последняя пт месяца)",+03:00,84966173147,,,,,,,,,55.199524,38.527128,https://2gis.com/firm/70000001029099160,,,,
